train set£º
id: 3.png, label: 0, size: 448545
id: 716.png, label: 2, size: 0
id: 717.png, label: 2, size: 0
id: 722.png, label: 2, size: 0
id: 723.png, label: 2, size: 0
id: 727.png, label: 2, size: 0
id: 729.png, label: 2, size: 0
id: 731.png, label: 2, size: 0
id: 733.png, label: 2, size: 0
id: 741.png, label: 2, size: 0
id: 746.png, label: 2, size: 0
id: 762.png, label: 2, size: 0
id: 766.png, label: 2, size: 0
id: 768.png, label: 2, size: 0
id: 777.png, label: 2, size: 0
id: 780.png, label: 2, size: 0

total:
train set: 
        label 0: 282        label 1: 135        label 2: 85       train set total: 502
validation set: 
        label 0: 68        label 1: 32        label 2: 21       validation set total: 121
test set: 
        label 0: 86        label 1: 43        label 2: 27       test set total: 156
